# name, ra, dec, redshift, major axis, axis ratio, position angle, frequency, refcode 
NGC 6408, 264.69736, 18.87792, 0.013136, 72.8, 0.8, 0.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6417, 265.44923, 23.67215, 0.011064, 70.8, 0.52, 5.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6398, 265.68249, -61.69422, 0.017892, 79.0, 0.56, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6403, 265.84818, -61.68212, 0.016261, 24.0, 0.42, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6392, 265.87634, -69.78523, 0.012088, 71.2, 0.86, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6427, 265.91083, 25.49395, 0.010774, 68.0, 0.48, 35.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6433, 265.98415, 36.80006, 0.025074, 78.6, 0.42, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6429, 266.02235, 25.35075, 0.011495, 55.8, 0.54, 50.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6407, 266.24051, -60.73981, 0.015427, 99.0, 0.9, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6430, 266.30952, 18.13906, 0.01021, 56.0, 0.38, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6446, 266.53128, 35.56934, 0.022549, 26.8, 0.7, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6447, 266.57172, 35.57198, 0.022462, 39.6, 0.76, 170.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6442, 266.71395, 20.7612, 0.021208, 60.6, 0.76, 120.0, 138000000000000.0,  20032MASX.C.......:  
IC 4662, 266.78824, -64.64088, 0.001007, 102.8, 0.82, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6452, 266.99357, 20.83785, 0.029594, 27.2, 0.78, 10.0, 138000000000000.0,  20032MASX.C.......:  
IC 4664, 267.2444, -63.25451, 0.016797, 63.0, 0.56, 110.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6458, 267.29583, 20.80436, 0.010674, 43.6, 0.8, 170.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6460, 267.3764, 20.76377, 0.011164, 34.2, 0.74, 145.0, 138000000000000.0,  20032MASX.C.......:  
IC 1268, 267.66374, 17.20945, 0.020908, 28.2, 0.8, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6467, 267.66744, 17.53787, 0.01014, 49.8, 0.62, 75.0, 138000000000000.0,  20032MASX.C.......:  
MRK 0895, 267.69073, 23.13863, 0.012599, 40.0, 0.34, 45.0, 138000000000000.0,  20032MASX.C.......:  
IC 4661, 267.76157, -74.03241, 0.016111, 66.2, 0.64, 60.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J175135.92+230432.0, 267.90105, 23.07592, 0.031855, 16.6, 0.86, 80.0, 138000000000000.0,  20032MASX.C.......:  
IC 4662A, 267.90135, -64.95937, 0.050485, 54.2, 0.5, 170.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6484, 267.94587, 24.48357, 0.010404, 64.8, 0.62, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6482, 267.95324, 23.07186, 0.012821, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6485, 267.96977, 31.4619, 0.015821, 36.4, 0.86, 15.0, 138000000000000.0,  20032MASX.C.......:  
IC 1269, 268.02456, 21.56916, 0.020404, 32.6, 1.0, 90.0, 138000000000000.0,  20032MASX.C.......:  
UGC 11018, 268.09308, 22.87188, 0.012392, 54.7, 0.6, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 6486, 268.14719, 29.81807, 0.026859, 33.0, 0.94, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6487, 268.17431, 29.83863, 0.025052, -99.99, -99.99, -99.99, -99.99, -- 
CGCG 141-023, 268.20699, 23.01406, 0.022636, 38.0, 0.32, 5.0, 138000000000000.0,  20032MASX.C.......:  
UGC 11024, 268.22679, 23.21131, 0.013706, 69.4, 0.32, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6490, 268.62698, 18.37584, 0.010821, 48.8, 0.84, 120.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6495, 268.71159, 18.32685, 0.010435, 67.2, 0.82, 85.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6500, 268.99909, 18.33824, 0.010017, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6501, 269.01557, 18.37306, 0.010234, 71.6, 0.84, 5.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6504, 269.02388, 33.20847, 0.015971, 128.0, 0.18, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6509, 269.8555, 6.28683, 0.006041, 61.6, 0.66, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6483, 269.87768, -63.66858, 0.016381, 72.6, 0.66, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6513, 269.89381, 24.88059, 0.019814, 25.2, 0.4, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6518, 269.93224, 28.86672, 0.022459, 40.4, 0.88, 165.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6527, 270.44325, 19.72893, 0.018169, 70.6, 0.82, 145.0, 138000000000000.0,  20032MASX.C.......:  
IC 4672, 270.56093, -62.83254, 0.016921, 22.2, 0.56, 65.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6492, 270.70157, -66.43056, 0.014482, 107.6, 0.6, 80.0, 138000000000000.0,  20032MASX.C.......:  
IC 4676, 270.7207, 11.82318, 0.025787, 21.2, 0.68, 60.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6502, 271.05742, -65.40994, 0.018393, 75.2, 0.94, 40.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6547, 271.29176, 25.2326, 0.008929, 87.2, 0.3, 135.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6548, 271.45605, 18.5379, 0.022362, 74.2, 0.28, 50.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6550, 271.49685, 18.58726, 0.007365, 119.0, 0.56, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6555, 271.95468, 17.60465, 0.007418, 71.8, 0.76, 95.0, 138000000000000.0,  20032MASX.C.......:  
IC 4688, 272.04943, 11.71217, 0.020101, 65.2, 0.7, 30.0, 138000000000000.0,  20032MASX.C.......:  
IC 4674, 272.056, -62.39539, 0.01431, 48.6, 0.46, 85.0, 138000000000000.0,  20032MASX.C.......:  
IC 4691, 272.19042, 11.83008, 0.020844, 52.6, 0.6, 160.0, 138000000000000.0,  20032MASX.C.......:  
IC 1277, 272.61372, 31.00326, 0.028013, 28.8, 0.8, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6571, 272.70549, 21.23854, 0.015858, 38.6, 0.74, 50.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6575, 272.73947, 31.11618, 0.022528, 62.2, 0.78, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6570, 272.78033, 14.09309, 0.007625, 63.6, 0.84, 120.0, 138000000000000.0,  20032MASX.C.......:  
IC 1279, 272.81412, 36.00771, 0.021605, 78.8, 0.3, 160.0, 138000000000000.0,  20032MASX.C.......:  
IC 4679, 272.85201, -56.25426, 0.012118, 54.2, 0.48, 135.0, 138000000000000.0,  20032MASX.C.......:  
IC 1281 NED01, 272.90834, 35.98739, 0.063243, 17.4, 0.7, 35.0, 138000000000000.0,  20032MASX.C.......:  
IC 1281, 272.90875, 35.99222, 0.045265, -99.99, -99.99, -99.99, -99.99, -- 
IC 1281 NED02, 272.90911, 35.99736, 0.045265, 27.4, 0.6, 0.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6576, 272.94994, 21.42825, 0.016928, 38.0, 0.7, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6574, 272.96356, 14.98198, 0.007635, 79.6, 0.66, 165.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6577, 273.00516, 21.46344, 0.017339, 49.4, 0.96, 65.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6545, 273.06167, -63.77614, 0.014283, 49.0, 0.9, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6581, 273.07672, 25.66236, 0.014877, 33.0, 0.88, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6585, 273.09067, 39.63296, 0.00943, 85.4, 0.26, 50.0, 138000000000000.0,  20032MASX.C.......:  
IC 4697, 273.11222, 25.42741, 0.016355, 56.6, 0.44, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6579, 273.13251, 21.42059, 0.016561, 12.0, 1.0, nan, 740000000000000.0,  1964MCG2..C...0000V  
NGC 6580, 273.14037, 21.42618, 0.018289, 72.0, 0.76, 130.0, 138000000000000.0,  20032MASX.C.......:  
IC 4680, 273.37367, -64.47667, 0.014987, 82.0, 0.38, 75.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6586, 273.4103, 21.09014, 0.010544, 60.2, 0.46, 100.0, 138000000000000.0,  20032MASX.C.......:  
IC 4686, 273.41123, -57.73254, 0.016561, -99.99, -99.99, -99.99, -99.99, -- 
IC 4687, 273.41545, -57.72527, 0.017345, 48.4, 0.64, 50.0, 138000000000000.0,  20032MASX.C.......:  
IC 4687S, 273.4181, -57.74829, 0.016508, 37.8, 0.58, 145.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6587, 273.46204, 18.82526, 0.010039, 74.4, 0.68, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6593, 273.51473, 22.28382, 0.016288, 44.8, 0.82, 0.0, 138000000000000.0,  20032MASX.C.......:  
IC 4692, 273.70824, -58.69385, 0.016123, 71.6, 0.34, 5.0, 138000000000000.0,  20032MASX.C.......:  
IC 4694, 273.86023, -58.20891, 0.009255, 134.3, 0.37, 17.0, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 6599, 273.92928, 24.91253, 0.010147, 63.6, 0.9, 35.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6612, 274.04532, 36.07858, 0.021168, 27.4, 0.96, 170.0, 138000000000000.0,  20032MASX.C.......:  
IC 4682, 274.10732, -71.58128, 0.011908, 95.6, 0.6, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6602, 274.14292, 25.04401, 0.010147, 53.0, 0.7, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6616, 274.42112, 22.23844, 0.018533, 80.0, 0.48, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6615, 274.63945, 13.265, 0.009138, 65.6, 0.9, 75.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6619, 274.73133, 23.65563, 0.0164, 78.6, 0.7, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6623 NED01, 274.92801, 23.70215, 0.016485, 9.0, 1.0, nan, 740000000000000.0,  1964MCG2..C...0000V  
NGC 6623 NED02, 274.92864, 23.7095, 0.01396, 69.4, 0.96, 90.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6623, 274.92875, 23.70556, 0.016018, -99.99, -99.99, -99.99, -99.99, -- 
IC 4696, 275.07456, -64.73422, 0.015599, 82.4, 0.4, 70.0, 138000000000000.0,  20032MASX.C.......:  
IC 4698, 275.25021, -63.34796, 0.015197, 47.8, 0.26, 40.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6557, 275.35286, -76.58337, 0.018356, 81.8, 0.64, 75.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6438, 275.57269, -85.40197, 0.008129, 164.6, 0.42, 115.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6628, 275.59128, 23.47863, 0.01482, 71.2, 0.66, 90.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6438A, 275.65296, -85.40661, 0.008389, 161.5, 0.39, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 6627, 275.66216, 15.698, 0.017565, 62.0, 0.58, 75.0, 138000000000000.0,  20032MASX.C.......:  
IC 4702, 275.766, -59.23892, 0.015127, 99.4, 0.52, 135.0, 138000000000000.0,  20032MASX.C.......:  
IC 4709, 276.08076, -56.36909, 0.017349, 60.0, 0.34, 5.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6632, 276.26294, 27.53526, 0.015884, 81.8, 0.84, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6614, 276.28014, -63.24836, 0.014407, 70.0, 0.78, 60.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6635, 276.90463, 14.81909, 0.017475, 64.8, 0.88, 45.0, 138000000000000.0,  20032MASX.C.......:  
IC 4704, 276.97332, -71.60993, 0.012148, 104.6, 0.82, 165.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6640, 277.03455, 34.30263, 0.022726, 51.8, 0.6, 150.0, 138000000000000.0,  20032MASX.C.......:  
IC 4705, 277.04313, -71.69396, 0.011972, 67.6, 0.66, 65.0, 138000000000000.0,  20032MASX.C.......:  
IC 4710, 277.15821, -66.98228, 0.002465, 45.0, 0.79, 148.0, 138000000000000.0,  2003AJ....125..525J  
NGC 6641, 277.23912, 22.90314, 0.013826, 56.6, 0.6, 105.0, 138000000000000.0,  20032MASX.C.......:  
IC 1288, 277.34352, 39.71341, 0.018976, 63.2, 0.48, 5.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6646, 277.41143, 39.86515, 0.019227, 83.0, 0.82, 45.0, 138000000000000.0,  20032MASX.C.......:  
IC 4713, 277.49739, -67.22425, 0.018349, 51.4, 0.68, 100.0, 138000000000000.0,  20032MASX.C.......:  
IC 1289, 277.50957, 39.96407, 0.018313, 32.0, 0.5, 130.0, 138000000000000.0,  20032MASX.C.......:  
IC 4714, 277.7324, -66.65191, 0.015321, 50.6, 0.24, 175.0, 138000000000000.0,  20032MASX.C.......:  
IC 4712, 277.77888, -71.69365, 0.012175, 99.4, 0.52, 60.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6630, 278.14637, -63.29324, 0.008926, 45.2, 0.5, 135.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6657, 278.25605, 34.0605, 0.023319, 51.4, 0.68, 125.0, 138000000000000.0,  20032MASX.C.......:  
IC 4719, 278.29837, -56.73224, 0.010333, 62.6, 0.72, 135.0, 138000000000000.0,  20032MASX.C.......:  
IC 4717, 278.32176, -57.97557, 0.010611, 89.8, 0.24, 90.0, 138000000000000.0,  20032MASX.C.......:  
IC 4720, 278.38625, -58.40658, 0.007032, 150.7, 0.35, 162.0, 681000000000000.0,  1991RC3.9.C...0000d  
IC 4718, 278.45927, -60.12924, 0.012719, 60.8, 0.46, 110.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6658, 278.48178, 22.8881, 0.01246, 91.0, 0.24, 5.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6662, 278.54653, 32.06462, 0.017686, 63.0, 0.42, 5.0, 138000000000000.0,  20032MASX.C.......:  
IC 4721, 278.60259, -58.49651, 0.007455, 145.6, 0.32, 154.0, 138000000000000.0,  2003AJ....125..525J  
IC 4721A, 278.61188, -58.5338, 0.020417, 36.8, 0.92, 85.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6665, 278.62506, 30.72058, 0.015898, 48.6, 0.56, 30.0, 138000000000000.0,  20032MASX.C.......:  
IC 4722, 278.63111, -57.79273, 0.016291, 73.4, 0.72, 15.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6660, 278.65271, 22.90964, 0.01422, 106.6, 0.66, 140.0, 138000000000000.0,  20032MASX.C.......:  
IC 4723, 278.98446, -63.37691, 0.011128, 33.8, 0.86, 95.0, 138000000000000.0,  20032MASX.C.......:  
IC 4726, 279.24529, -62.85427, 0.01512, 53.4, 0.76, 165.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6671, 279.35906, 26.41721, 0.010694, 72.6, 0.7, 5.0, 138000000000000.0,  20032MASX.C.......:  
IC 4727, 279.48338, -62.7007, 0.015231, 70.6, 0.78, 145.0, 138000000000000.0,  20032MASX.C.......:  
IC 4728, 279.48733, -62.5311, 0.015271, 112.0, 0.42, 165.0, 138000000000000.0,  20032MASX.C.......:  
IC 4734, 279.60713, -57.49036, 0.016054, 56.2, 0.54, 120.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6674, 279.64109, 25.37516, 0.011438, 84.2, 0.86, 20.0, 138000000000000.0,  20032MASX.C.......:  
IC 4736, 279.6659, -57.89339, 0.011344, 31.6, 0.82, 40.0, 138000000000000.0,  20032MASX.C.......:  
IC 4724, 279.66835, -70.12554, 0.013156, 40.0, 0.58, 165.0, 138000000000000.0,  20032MASX.C.......:  
IC 4731, 279.67913, -62.94308, 0.015074, 73.4, 0.58, 80.0, 138000000000000.0,  20032MASX.C.......:  
IC 4730, 279.70896, -63.34989, 0.014864, 74.0, 0.3, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6680, 279.93318, 22.31652, 0.013543, 47.8, 0.48, 60.0, 138000000000000.0,  20032MASX.C.......:  
IC 4735, 279.95775, -62.956, 0.015267, 35.0, 0.84, 110.0, 138000000000000.0,  20032MASX.C.......:  
IC 4729, 279.9852, -67.42565, 0.014807, 75.2, 0.76, 85.0, 138000000000000.0,  20032MASX.C.......:  
IC 4737, 279.99342, -62.59797, 0.016215, 53.6, 0.56, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6685, 279.99425, 39.98183, 0.021905, 48.8, 0.78, 20.0, 138000000000000.0,  20032MASX.C.......:  
IC 4738, 280.11274, -61.90227, 0.015911, 38.2, 0.66, 170.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6688, 280.16732, 36.28968, 0.018307, 83.2, 0.88, 40.0, 138000000000000.0,  20032MASX.C.......:  
IC 4739, 280.21224, -61.90158, 0.015154, 38.6, 0.28, 85.0, 138000000000000.0,  20032MASX.C.......:  
IC 4743, 280.37154, -61.77224, 0.016165, 46.8, 0.64, 100.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6692 NED01, 280.42179, 34.84356, 0.019077, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6692, 280.42264, 34.84332, 0.018229, 47.4, 0.72, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6692 NED02, 280.42387, 34.84384, 0.018229, -99.99, -99.99, -99.99, -99.99, -- 
IC 4741, 280.43102, -63.94817, 0.015454, 81.0, 0.7, 35.0, 138000000000000.0,  20032MASX.C.......:  
IC 4742, 280.46921, -63.862, 0.014794, 110.8, 0.64, 5.0, 138000000000000.0,  20032MASX.C.......:  
IC 4744, 280.47886, -63.22403, 0.03839, 27.0, 0.8, 65.0, 138000000000000.0,  20032MASX.C.......:  
IC 4745, 280.64976, -64.94292, 0.015728, 96.8, 0.38, 5.0, 138000000000000.0,  20032MASX.C.......:  
IC 4748, 280.69155, -64.07269, 0.01445, 43.8, 0.8, 155.0, 138000000000000.0,  20032MASX.C.......:  
IC 4749, 280.7063, -63.20824, 0.01446, 52.6, 0.88, 20.0, 138000000000000.0,  20032MASX.C.......:  
IC 4740, 280.7523, -68.35997, 0.018936, 38.8, 0.66, 30.0, 138000000000000.0,  20032MASX.C.......:  
IC 4750, 280.76097, -62.97142, 0.016054, 45.2, 0.7, 100.0, 138000000000000.0,  20032MASX.C.......:  
IC 4751, 280.83068, -62.11224, 0.015094, 65.8, 0.44, 5.0, 138000000000000.0,  20032MASX.C.......:  
IC 4753, 280.88595, -62.10795, 0.012632, 41.2, 0.84, 30.0, 138000000000000.0,  20032MASX.C.......:  
IC 4752, 280.94479, -64.08194, 0.016485, 32.4, 0.68, 140.0, 138000000000000.0,  20032MASX.C.......:  
IC 4761, 280.98173, -52.85288, 0.017182, 51.0, 0.62, 40.0, 138000000000000.0,  20032MASX.C.......:  
IC 4757, 280.98215, -57.16773, 0.011777, 70.0, 0.42, 60.0, 138000000000000.0,  20032MASX.C.......:  
IC 4754, 281.00132, -61.99005, 0.014697, 82.8, 0.42, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6653, 281.16027, -73.26333, 0.017222, 82.8, 0.92, 50.0, 138000000000000.0,  20032MASX.C.......:  
IC 4755, 281.255, -63.69216, 0.015684, 71.8, 0.24, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6673, 281.2764, -62.29721, 0.003906, 125.6, 0.5, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6697, 281.31241, 25.51263, 0.015621, 64.2, 0.68, 60.0, 138000000000000.0,  20032MASX.C.......:  
IC 4759 NED01, 281.41966, -63.08478, 0.016611, 8.34, nan, nan, 468000000000000.0,  1989ESOLV.C...0000L  
IC 4759, 281.42083, -63.08528, 0.016528, 60.0, 0.8, nan, 681000000000000.0,  1982ESOU..C...0000L  
IC 4759 NED02, 281.42223, -63.08691, 0.016415, 36.4, 0.34, 165.0, 138000000000000.0,  20032MASX.C.......:  
IC 4760, 281.44158, -62.9581, 0.017189, 39.8, 0.86, 125.0, 138000000000000.0,  20032MASX.C.......:  
IC 4747, 281.48942, -72.62995, 0.017979, 53.2, 0.22, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6700, 281.51822, 32.27964, 0.015304, 91.8, 0.4, 125.0, 138000000000000.0,  20032MASX.C.......:  
