

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2025-01-24T13:46:59PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
11470|NGC 7587|349.49642 |   9.68016 |G|  8651| 0.028857 |S1L |14.78|  0.000|39|3|36|14|14|7|0
11471|LCRS B231513.9-422635|349.49643 | -42.16960 |G| 16912| 0.056412 |SUN |18.08|  0.000|3|0|29|6|2|2|0
11472|NGC 7587B|349.50000 |   9.66694 |GPair|  8545| 0.028504 |SUN |15.6 |  0.000|12|0|6|8|4|0|0
11473|LCRS B231515.3-420742|349.50189 | -41.85481 |G| 16273| 0.054281 |SUN |16.31|  0.000|3|0|32|6|2|2|0
11474|NGC 7585|349.50555 |  -4.65034 |G|  3539| 0.011805 |UUN |12.50|  0.000|126|6|101|12|14|6|0
11475|IC 5305|349.52592 |  10.29984 |G| 10491| 0.034994 |SUN |15.4 |  0.000|16|0|33|10|8|3|0
11476|LCRS B231523.6-423608|349.53688 | -42.32864 |G| 16934| 0.056486 |SUN |17.57|  0.000|6|0|37|8|3|2|0
11477|IC 5306|349.54717 |  10.24608 |G|  7596| 0.025337 |SLS |13.9B|  0.000|7|0|29|6|5|6|1
11478|LCRS B231527.0-420456|349.55059 | -41.80859 |G| 15350| 0.051202 |SUN |16.4r|  0.000|1|0|27|6|1|0|0
11479|NGC 7594|349.55798 |  10.29837 |G| 10845| 0.036175 |S1L |14.58|  0.000|46|1|43|15|14|8|0
11480|NGC 7589|349.56534 |   0.26119 |G|  8932| 0.029794 |SUN |14.8g|  0.000|98|2|94|33|29|14|0
11481|NGC 7591|349.56786 |   6.58584 |G|  4958| 0.016538 |S1L |13.86|  0.000|281|4|213|71|55|8|0
11482|NGC 7592A|349.59089 |  -4.41585 |G|  7380| 0.024617 |SUN |15.0 |  0.000|44|1|84|20|7|2|0
11483|IC 5307|349.59178 |  10.23570 |G| 12381| 0.041298 |SLS |17.12|  0.000|8|0|31|7|5|2|0
11484|NGC 7592|349.59329 |  -4.41648 |GTrpl|  7328| 0.024444 |SUN |15.0 |  0.000|137|4|107|26|17|4|0
11485|NGC 7592B|349.59411 |  -4.41620 |G|  7250| 0.024183 |UUN |11.40|  0.000|65|1|89|19|8|3|0
11486|NGC 7582|349.59845 | -42.37042 |G|  1622| 0.005410 |SLS |11.37|  0.000|795|27|351|80|95|19|1
11487|LCRS B231540.9-422927|349.60850 | -42.21743 |G| 17500| 0.058374 |SUN |18.17|  0.000|1|0|27|6|1|0|1
11488|NGC 7595|349.62587 |   9.93234 |G| 12284| 0.040975 |SLS |10.7K|  0.000|11|0|31|7|5|2|0
11489|NGC 7571|349.62592 |  18.68907 |G| 11263| 0.037569 |SLS |14.92|  0.000|59|2|33|18|19|6|2
11490|LCRS B231547.1-423043|349.63454 | -42.23839 |G| 16985| 0.056656 |SLS |16.82|  0.000|5|0|37|8|4|2|0
11491|NGC 7598|349.63844 |  18.74973 |G| 11384| 0.037973 |SUN |14.24|  0.000|35|1|32|13|10|3|0
11492|LCRS B231550.6-423135|349.64901 | -42.25269 |G| 16605| 0.055388 |SUN |18.01|  0.000|3|0|37|8|2|2|0
11493|LCRS B231553.4-420951|349.65990 | -41.89044 |G| 16061| 0.053574 |SUN |17.0r|  0.000|1|0|21|5|1|0|0
11494|NGC 7602|349.68140 |  18.69835 |G| 11793| 0.039337 |SLS |15.32|  0.000|40|1|35|14|13|6|0
11495|IC 1479|349.69337 | -10.39919 |G|  9496| 0.031675 |SLS |14.2g|  0.000|51|1|77|21|21|14|1
11496|NGC 7601|349.69620 |   9.23376 |G|  8031| 0.026789 |S1L |14.63|  0.000|47|2|53|22|16|8|0
11497|WISEA J231848.48+001610.6|349.70182 |   0.26972 |G| 20653| 0.068890 |SLS |20.1g|  0.000|3|0|36|8|3|4|0
11498|IC 5304|349.71892 | -10.25926 |G|  9611| 0.032059 |SUN |14.18|  0.000|28|0|52|13|8|10|0
11499|NGC 7600|349.72434 |  -7.58046 |G|  3483| 0.011618 |UUN |12.95|  0.000|80|3|56|14|10|6|0
11500|WISEA J231854.15+001634.2|349.72563 |   0.27619 |G| 23044| 0.076867 |SLS |18.5g|  0.000|2|0|40|7|1|4|0
11501|NGC 7590|349.72845 | -42.23905 |G|  1575| 0.005255 |S1L |12.11|  0.000|288|11|152|33|33|19|0
11502|WISEA J231855.50+001619.0|349.73127 |   0.27197 |G| 23054| 0.076900 |SLS |17.8g|  0.000|15|0|64|10|5|8|0
11503|NGC 7603|349.73609 |   0.24398 |G|  8623| 0.028762 |SLS |14.04|  0.000|405|8|187|59|57|11|0
11504|LCRS B231613.9-422018|349.74554 | -42.06467 |G| 17385| 0.057990 |SLS |15.54|  0.000|3|0|18|4|2|0|0
11505|IC 5301|349.74762 | -69.56211 |G|  4067| 0.013566 |SLS |15.36|  0.000|6|1|6|3|1|12|0
11506|NGC 7603B|349.75000 |   0.23566 |G| 16699| 0.055702 |SLS |16.4g|  0.000|31|0|68|8|6|10|0
11507|WISEA J231901.11+001652.1|349.75466 |   0.28115 |G| 23100| 0.077052 |SLS |17.3g|  0.000|20|0|72|8|6|10|0
11508|NGC 7606|349.76990 |  -8.48509 |G|  2234| 0.007452 |S1L |12.3g|  0.000|233|7|107|26|30|15|1
11509|MCG -07-47-031|349.77457 | -42.11343 |G| 16351| 0.054541 |SUN |14.2R|  0.000|90|2|75|32|21|9|0
11510|LCRS B231626.6-422158|349.79711 | -42.09288 |G| 16114| 0.053750 |SUN |16.13|  0.000|1|0|38|5|1|2|0
11511|IC 5309|349.79859 |   8.10948 |G|  4181| 0.013946 |S1L |14.52|  0.000|132|0|70|31|26|8|0
11512|NGC 7608|349.81369 |   8.34999 |G|  3532| 0.011781 |S1L |15.01|  0.000|91|0|66|23|22|8|0
11513|NGC 7599|349.83773 | -42.25701 |G|  1651| 0.005508 |S1L |12.08|  0.000|150|6|72|22|22|18|0
11514|IC 1481|349.85468 |   5.90618 |G|  6095| 0.020331 |S1L |14.39|  0.000|79|2|32|18|18|5|0
11515|SN 2000ey|349.85500 |   5.90586 |SN|  6118| 0.020407 |SLS |<15.4|  0.000|9|0|0|3|1|0|0
11516|NGC 7609 NED01|349.87517 |   9.50831 |G| 11879| 0.039624 |SUN |15.23|  0.000|47|0|50|11|6|2|0
11517|NGC 7609|349.87708 |   9.50528 |GPair| 11885| 0.039644 |SUN |14.91|  0.000|37|5|5|4|6|4|1
11518|2MASX J23193060-4241569|349.87761 | -42.69918 |G| 29445| 0.098218 |SLS |16.74|  0.000|8|0|16|4|5|2|1
11519|NGC 7609 NED02|349.87962 |   9.50318 |G| 11562| 0.038567 |SUN |16.24|  0.000|48|1|54|10|7|2|1
11520|WISEA J231933.63-423613.5|349.89015 | -42.60377 |G| 19777| 0.065969 |SLS |16.20|  0.000|4|0|36|8|4|2|0
11521|LCRS B231650.0-424027|349.89524 | -42.40045 |G| 16267| 0.054261 |SUN |17.59|  0.000|5|0|33|7|3|2|0
11522|NGC 7611|349.90247 |   8.06334 |G|  3252| 0.010848 |SUN |13.51|  0.000|95|4|78|23|17|10|0
11523|IC 5302|349.90274 | -64.56829 |G|  9471| 0.031592 |SLS |14.96|  0.000|14|1|43|11|5|16|0
11524|NGC 7610|349.92246 |  10.18496 |G|  3554| 0.011855 |S1L |13.44|  0.000|121|2|59|25|23|10|1
11525|LCRS B231659.0-421129|349.93232 | -41.91733 |G| 16721| 0.055775 |SUN |15.80|  0.000|2|0|32|6|2|2|0
11526|LCRS B231659.2-423641|349.93368 | -42.33753 |G| 17217| 0.057430 |SUN |17.84|  0.000|3|0|37|8|2|2|0
11527|NGC 7612|349.93419 |   8.57633 |G|  3213| 0.010717 |SUN |13.74|  0.000|68|1|51|23|19|8|0
11528|WISEA J231947.29-423854.4|349.94706 | -42.64845 |G| 29208| 0.097427 |SUN |16.1r|  0.000|1|0|21|4|1|0|0
11529|WISEA J231949.74-423719.3|349.95728 | -42.62203 |G| 29648| 0.098895 |SUN |17.83|  0.000|3|0|28|5|2|2|0
11530|NGC 7615|349.97670 |   8.39928 |G|  3044| 0.010154 |S1L |15.1 |  0.000|42|2|43|15|11|6|0
11531|LCRS B231720.5-423648|350.02202 | -42.33941 |G| 27497| 0.091720 |SUN |17.94|  0.000|3|0|29|6|2|2|0
11532|LCRS B231721.0-421921|350.02355 | -42.04845 |G| 16751| 0.055875 |SUN |16.18|  0.000|3|0|36|7|2|2|0
11533|NGC 7620|350.02377 |  24.22121 |G|  9584| 0.031969 |S1L |13.6 |  0.000|113|2|85|21|19|6|0
11534|NGC 7617|350.03739 |   8.16573 |G|  4172| 0.013916 |SUN |14.78|  0.000|96|2|90|20|10|9|0
11535|LCRS B231728.4-421339|350.05432 | -41.95341 |G| 17181| 0.057310 |SUN |16.7r|  0.000|1|0|18|4|1|0|1
11536|LCRS B231728.4-422712|350.05446 | -42.17932 |G| 16760| 0.055905 |SUN |18.05|  0.000|3|0|37|8|2|2|0
11537|NGC 7619|350.06053 |   8.20626 |G|  3762| 0.012549 |SUN |12.10|  0.000|468|10|127|53|50|12|0
11538|LCRS B231732.1-423610|350.07010 | -42.32882 |G| 27654| 0.092244 |SUN |16.97|  0.000|3|0|37|8|2|2|0
11539|WISEA J232020.38-423341.1|350.08492 | -42.56142 |G| 29170| 0.097300 |SUN |18.07|  0.000|3|0|36|7|2|2|0
11540|NGC 7624|350.09405 |  27.31568 |G|  4275| 0.014260 |S1L |13.82|  0.000|134|4|81|26|26|7|0
11541|NGC 7621|350.10253 |   8.36641 |G|  3834| 0.012789 |SUN |15.6 |  0.000|15|0|36|11|4|4|0
11542|WISEA J232027.55-425029.6|350.11482 | -42.84156 |G| 28909| 0.096430 |SUN |17.68|  0.000|2|0|28|4|1|2|0
11543|WISEA J232029.01-424641.7|350.12090 | -42.77826 |G| 29265| 0.097617 |SUN |17.15|  0.000|4|0|36|7|2|2|0
11544|LCRS B231745.6-415151|350.12491 | -41.59002 |G| 17010| 0.056739 |SUN |17.2r|  0.000|1|0|17|4|1|0|0
11545|NGC 7623|350.12500 |   8.39579 |G|  3739| 0.012472 |SUN |13.88|  0.000|109|5|59|24|21|8|0
11546|NGC 7625|350.12535 |  17.22565 |G|  1629| 0.005434 |S1L |12.83|  0.000|281|14|108|35|34|8|0
11547|ESO 347-IG 007|350.12977 | -41.76897 |G| 16873| 0.056282 |SLS |15.5 |  0.000|21|1|39|10|6|15|1
11548|AM 2317-420 NED01|350.14068 | -41.79636 |G| 16518| 0.055098 |SUN |17.0 |  0.000|8|0|28|6|5|2|1
11549|LCRS B231749.5-422127|350.14194 | -42.08334 |G| 16231| 0.054141 |SUN |16.6r|  0.000|1|0|26|6|1|0|0
11550|AM 2317-420 NED03|350.14819 | -41.80042 |G| 17022| 0.056779 |SLS |15.44|  0.000|8|0|28|6|5|2|1
11551|WISEA J232035.56-421325.2|350.14819 | -42.22367 |G| 10516| 0.035078 |SUN |17.25|  0.000|4|0|21|4|1|0|0
11552|NGC 7626|350.17723 |   8.21693 |G|  3405| 0.011358 |SUN |12.16|  0.000|457|21|133|42|36|11|1
11553|WISEA J232042.95-424822.9|350.17900 | -42.80637 |G| 16231| 0.054141 |SUN |17.72|  0.000|2|0|32|6|2|2|0
11554|LCRS B231758.9-422104|350.18121 | -42.07712 |G| 27276| 0.090983 |SUN |15.91|  0.000|3|0|28|5|2|2|0
11555|IC 5310|350.19845 | -22.14930 |G|  7783| 0.025961 |SUN |15.28|  0.000|26|0|42|14|7|12|0
11556|ESO 347- G 008|350.20400 | -41.73145 |G|  1623| 0.005414 |UUN |14.61|  0.000|47|3|35|12|8|14|0
11557|IC 1482|350.20640 |   1.73902 |G|  8873| 0.029597 |SUN |15.3 |  0.000|15|0|33|9|5|3|0
11558|LCRS B231807.1-415340|350.21407 | -41.62031 |G| 16600| 0.055372 |SUN |16.17|  0.000|3|0|28|5|2|2|0
11559|LCRS B231807.7-420818|350.21681 | -41.86430 |G| 26978| 0.089989 |SUN |16.61|  0.000|3|0|36|7|2|2|0
11560|LCRS B231807.8-420143|350.21756 | -41.75438 |G| 27242| 0.090869 |SUN |16.56|  0.000|4|0|28|5|2|2|0
11561|NGC 7628|350.22869 |  25.89856 |G|  4168| 0.013903 |SUN |13.70|  0.000|40|1|39|13|10|6|0
11562|LCRS B231812.9-421631|350.23851 | -42.00124 |G| 20165| 0.067263 |SUN |16.51|  0.000|5|0|36|6|1|2|0
11563|IC 5312|350.24298 |  19.31807 |G| 11076| 0.036946 |S1L |14.83|  0.000|21|0|32|8|12|2|0
11564|LCRS B231818.1-420420|350.26003 | -41.79815 |G| 27209| 0.090759 |SUN |16.14|  0.000|6|0|28|5|2|2|0
11565|WISEA J232105.54-415348.4|350.27312 | -41.89678 |G| 28031| 0.093501 |SUN |16.2r|  0.000|2|0|27|4|2|2|0
11566|IC 5314|350.28556 |  19.31121 |G| 11029| 0.036789 |SLS |15.6 |  0.000|12|0|33|9|7|4|0
11567|LCRS B231829.8-422556|350.30931 | -42.15809 |G| 17111| 0.057076 |SUN |16.91|  0.000|4|0|29|6|2|2|0
11568|NGC 7630|350.31805 |  11.39734 |G| 12533| 0.041806 |S1L |15.20|  0.000|34|0|45|13|11|7|0
11569|IC 5315|350.32612 |  25.38534 |G|  4436| 0.014797 |SUN |14.52|  0.000|53|2|44|10|14|7|0
11570|NGC 7629|350.33076 |   1.40314 |G|  9121| 0.030424 |SUN |14.79|  0.000|17|0|38|10|5|5|0
11571|LCRS B231840.1-420635|350.35150 | -41.83545 |G| 27468| 0.091623 |SUN |16.13|  0.000|3|0|28|5|2|2|0
11572|LCRS B231842.4-420227|350.36103 | -41.76667 |G| 26503| 0.088404 |SUN |16.17|  0.000|3|0|28|5|2|2|0
11573|NGC 7631|350.36120 |   8.21760 |G|  3756| 0.012529 |S1L |13.93|  0.000|161|3|75|28|26|8|0
11574|LCRS B231846.7-421543|350.37889 | -41.98760 |G| 26127| 0.087150 |SUN |15.83|  0.000|5|0|36|7|3|2|0
11575|WISEA J232134.06-423610.3|350.39194 | -42.60288 |G| 19487| 0.065002 |SUN |16.8r|  0.000|1|0|17|3|1|0|0
11576|LCRS B231852.5-415243|350.40261 | -41.60415 |G| 16453| 0.054881 |SUN |16.70|  0.000|4|0|32|6|3|2|0
11577|ESO 347- G 009|350.40762 | -41.89740 |G| 27073| 0.090306 |SUN |15.81|  0.000|13|1|39|9|4|14|1
11578|NGC 7622|350.41062 | -62.11776 |G|  7911| 0.026388 |SLS |14.42|  0.000|15|1|49|13|4|16|0
11579|NGC 7634|350.42396 |   8.88686 |G|  3214| 0.010721 |S1L |13.57|  0.000|108|1|58|19|15|7|0
11580|LCRS B231901.0-424300|350.43878 | -42.44255 |G| 14217| 0.047423 |SUN |18.07|  0.000|3|0|37|7|2|2|0
11581|LCRS B231904.4-422025|350.45252 | -42.06608 |G| 15916| 0.053090 |SUN |17.29|  0.000|4|0|18|3|2|0|0
11582|LCRS B231908.2-421045|350.46825 | -41.90482 |G| 26090| 0.087027 |SUN |17.7 |  0.000|6|0|28|5|4|2|0
11583|IC 5316|350.47548 |  21.20253 |G| 12331| 0.041131 |PUN |16.25|  0.000|2|0|27|4|1|2|0
11584|NGC 7632|350.50378 | -42.48053 |G|  1535| 0.005120 |UUN |12.95|  0.000|59|2|51|16|14|19|0
11585|ESO 291- G 022|350.54841 | -42.59555 |G| 10462| 0.034897 |SUN |15.38|  0.000|16|1|36|10|9|15|0
11586|LCRS B231927.9-420522|350.54966 | -41.81517 |G| 16096| 0.053690 |SUN |15.82|  0.000|5|0|32|6|3|2|0
11587|LCRS B231928.2-424309|350.55195 | -42.44450 |G| 28726| 0.095820 |SUN |17.49|  0.000|6|0|33|7|3|2|0
11588|ESO 291- G 023|350.55390 | -42.58750 |G| 10419| 0.034754 |SUN |15.76|  0.000|10|1|38|8|4|14|0
11589|LCRS B231929.6-420716|350.55655 | -41.84658 |G| 19949| 0.066543 |SUN |16.6r|  0.000|1|0|23|5|1|0|0
11590|LCRS B231935.7-420347|350.58198 | -41.78866 |G| 19895| 0.066362 |SUN |16.98|  0.000|2|0|32|5|1|2|0
11591|LCRS B231939.1-423316|350.59698 | -42.27998 |G| 19951| 0.066549 |SUN |18.00|  0.000|2|0|33|6|1|2|0
11592|LCRS B231940.7-424032|350.60373 | -42.40118 |G| 28456| 0.094919 |SUN |18.05|  0.000|3|0|33|7|2|2|0
11593|NGC 7627|350.62890 |  11.89274 |G|  7875| 0.026268 |S1L |14.82|  0.000|50|0|50|18|15|9|0
11594|NGC 7636|350.63738 | -29.28065 |G|  7015| 0.023399 |UUN |15.23|  0.000|27|2|47|13|8|18|0
11595|NGC 7638 NED01|350.63801 |  11.32948 |G|  7993| 0.026662 |S1L |     |  0.000|6|0|31|8|6|2|1
11596|NGC 7638|350.63802 |  11.32881 |GPair|  7972| 0.026592 |SUN |15.5 |  0.000|20|0|6|5|2|2|1
11597|LCRS B231949.6-423655|350.64054 | -42.34092 |G| 27069| 0.090292 |SUN |17.44|  0.000|6|0|33|7|3|2|1
11598|LCRS B231953.2-423424|350.65544 | -42.29881 |G| 27132| 0.090502 |SUN |16.65|  0.000|4|0|33|7|2|2|0
11599|IC 1484|350.66640 |  11.38442 |G| 13403| 0.044708 |SUN |15.5 |  0.000|5|0|31|6|3|3|0
11600|LCRS B231956.3-423711|350.66836 | -42.34518 |G| 26834| 0.089509 |SLS |16.27|  0.000|11|0|35|8|7|2|1
11601|LCRS B232004.1-421913|350.70013 | -42.04591 |G| 26800| 0.089395 |SUN |16.97|  0.000|4|0|32|5|2|2|0
11602|NGC 7639|350.70089 |  11.37283 |G|  8059| 0.026882 |SUN |15.6 |  0.000|12|0|32|7|4|2|0
11603|NGC 7643|350.70997 |  11.98886 |G|  3841| 0.012812 |S1L |14.12|  0.000|67|1|57|20|13|8|0
11604|NGC 7642|350.72254 |   1.44278 |G|  8952| 0.029861 |SUN |14.62|  0.000|33|1|51|13|11|6|0
11605|LCRS B232013.8-421247|350.74041 | -41.93863 |G| 16332| 0.054478 |SUN |16.5r|  0.000|1|0|5|3|1|0|0
11606|LCRS B232013.9-423853|350.74128 | -42.37380 |G| 26883| 0.089672 |SUN |17.18|  0.000|2|0|33|7|2|2|0
11607|NGC 7633|350.76380 | -67.65361 |G|  3749| 0.012505 |SUN |13.41|  0.000|29|2|48|11|7|16|0
11608|IC 5317|350.86958 |  21.16353 |G| 11571| 0.038597 |SLS |15.1 |  0.000|18|0|47|9|8|2|0
11609|NGC 7645|350.94711 | -29.38808 |G|  6921| 0.023086 |S1L |13.77|  0.000|42|2|50|15|15|18|1
11610|NGC 7648|350.97512 |   9.66746 |G|  3559| 0.011872 |SUN |13.77|  0.000|108|2|73|22|16|8|0
11611|NGC 7647|350.98930 |  16.77726 |G| 12319| 0.041091 |SLS |14.56|  0.000|94|3|85|27|22|8|0
11612|NGC 7646|351.02906 | -11.86050 |G|  6974| 0.023263 |S1L |14   |  0.000|32|1|45|14|10|3|0
11613|NGC 7649|351.08380 |  14.64716 |G| 12475| 0.041613 |SUN |14.98|  0.000|86|2|75|26|22|11|0
11614|NGC 7651 NED02|351.10697 |  13.96722 |G| 13040| 0.043498 |SLS |16.0g|  0.000|10|0|37|5|2|4|0
11615|NGC 7651|351.10750 |  13.97000 |GPair| 12724| 0.042443 |SUN |15.0 |  0.000|12|0|3|3|5|1|0
11616|NGC 7651 NED01|351.10823 |  13.97230 |G| 12717| 0.042419 |SLS |14.4g|  0.000|48|0|83|21|17|10|0
11617|NGC 7656|351.13091 | -19.05908 |G|  7581| 0.025287 |SUN |14.70|  0.000|28|5|37|10|7|18|0
11618|IC 5319|351.20407 |  13.99657 |G| 12156| 0.040547 |SLS |15.4g|  0.000|42|0|86|26|19|10|0
11619|NGC 7653|351.20568 |  15.27557 |G|  4257| 0.014200 |SLS |13.4g|  0.000|120|2|110|38|31|16|0
11620|NGC 7650|351.33964 | -57.79134 |G|  3380| 0.011274 |SUN |13.13|  0.000|43|2|45|16|13|17|0
11621|NGC 7652|351.40665 | -57.88751 |G| 10185| 0.033973 |SLS |14.48|  0.000|22|2|40|13|7|16|0
11622|IC 1488|351.41057 |  15.35442 |G| 12357| 0.041219 |SLS |15.5g|  0.000|49|0|72|28|22|10|0
11623|NGC 7660|351.45277 |  27.02984 |G|  5638| 0.018805 |SLS |13.76|  0.000|53|1|44|13|10|8|0
11624|NGC 7659|351.48206 |  14.20982 |G|  3967| 0.013232 |SUN |15.04|  0.000|34|0|58|12|7|10|0
11625|IC 5321|351.58416 | -17.95624 |G|  2873| 0.009583 |SUN |14.02|  0.000|60|2|29|18|14|16|1
11626|NGC 7658A|351.60272 | -39.21587 |G| 10979| 0.036622 |SUN |15.21|  0.000|18|2|40|11|5|18|0
11627|NGC 7658B|351.60363 | -39.22663 |G| 10556| 0.035211 |SUN |14.90|  0.000|19|2|40|11|5|17|0
11628|NGC 7637|351.61516 | -81.91153 |G|  3718| 0.012402 |UUN |13.23|  0.000|60|4|52|16|12|14|0
11629|IC 1489|351.63401 | -12.51647 |G|  9751| 0.032526 |SUN |15.11|  0.000|11|0|40|9|7|3|0
11630|NGC 7664|351.66570 |  25.08027 |G|  3474| 0.011588 |SUN |13.42|  0.000|168|1|59|19|23|8|0
11631|NGC 7663|351.68817 |  -4.96617 |G|  5696| 0.019000 |SUN |15.87|  0.000|14|1|4|3|2|1|1
11632|NGC 7655|351.69151 | -68.02765 |G|  3875| 0.012926 |SLS |14.17|  0.000|13|2|38|8|4|14|0
11633|NGC 7657|351.69833 | -57.80590 |G|  3178| 0.010599 |S1L |14.70|  0.000|19|2|28|10|6|16|0
11634|NGC 7661|351.81048 | -65.27018 |G|  2047| 0.006827 |SUN |14.08|  0.000|50|1|27|12|8|14|0
11635|NGC 7665|351.81184 |  -9.38688 |G|  4804| 0.016024 |SLS |14.2g|  0.000|36|1|68|14|14|11|0
11636|NGC 7671|351.83060 |  12.46745 |G|  3790| 0.012643 |SLS |13.80|  0.000|78|3|46|21|23|7|0
11637|NGC 7672|351.88101 |  12.38523 |G|  4009| 0.013373 |S1L |14.70|  0.000|103|3|60|21|16|7|0
11638|IC 5323|351.90410 | -67.81541 |G|  3965| 0.013226 |SUN |14.01|  0.000|21|2|40|11|9|16|0
11639|NGC 7673|351.92104 |  23.58902 |G|  3408| 0.011368 |SUN |13.17|  0.000|295|12|164|27|30|12|0
11640|NGC 7674|351.98626 |   8.77897 |G|  8703| 0.029030 |S1L |13.92|  0.000|670|16|306|78|86|8|0
11641|NGC 7674A|351.99481 |   8.78276 |G|  8852| 0.029527 |SUN |16.10|  0.000|69|2|54|18|17|5|0
11642|NGC 7675|352.02471 |   8.76854 |G|  8616| 0.028740 |SUN |15.04|  0.000|69|1|54|19|13|6|0
11643|NGC 7677|352.02595 |  23.53145 |G|  3557| 0.011865 |SUN |13.93|  0.000|169|6|89|26|24|8|0
11644|IC 5324|352.07389 | -67.82136 |G|  3904| 0.013022 |SUN |14.06|  0.000|20|2|37|9|5|16|0
11645|IC 5320|352.09162 | -67.76025 |G|  3882| 0.012949 |SLS |15.17|  0.000|13|1|37|9|5|14|0
11646|NGC 7678|352.11618 |  22.42120 |G|  3489| 0.011638 |S1L |12.41|  0.000|249|8|94|34|33|10|0
11647|IC 5322|352.12865 | -67.76126 |G|  4259| 0.014206 |SUN |15.09|  0.000|17|1|41|9|4|14|0
11648|NGC 7680|352.14625 |  32.41581 |G|  5022| 0.016750 |SLS |13.68|  0.000|46|1|42|15|11|8|0
11649|IC 5325|352.18114 | -41.33334 |G|  1503| 0.005013 |SUN |11.83|  0.000|121|4|73|17|8|19|0
11650|UGC 12619|352.18265 |  22.23668 |G|  3890| 0.012976 |S1L |14.92|  0.000|36|0|36|11|6|7|0
11651|NGC 7679|352.19439 |   3.51144 |G|  5142| 0.017152 |S1L |13.47|  0.000|307|12|261|60|53|8|0
11652|NGC 7681|352.22865 |  17.30931 |G|  6849| 0.022846 |SUN |15.7 |  0.000|46|1|43|11|12|7|0
11653|NGC 7676|352.25709 | -59.71669 |G|  3355| 0.011191 |SUN |12.49|  0.000|46|1|43|14|11|16|0
11654|NGC 7683|352.26613 |  11.44501 |G|  3726| 0.012429 |SUN |13.6 |  0.000|68|0|45|15|15|6|0
11655|NGC 7682|352.26632 |   3.53330 |G|  5120| 0.017078 |SUN |14.1 |  0.000|247|10|129|40|42|7|0
11656|IC 1491|352.35287 | -16.31679 |G|  3373| 0.011251 |SUN |14.94|  0.000|11|0|33|9|6|3|0
11657|IC 5326|352.39667 | -28.83115 |G|  7265| 0.024233 |SUN |14.60|  0.000|29|0|41|11|11|16|0
11658|IC 1493|352.61466 |  14.45894 |G| 18692| 0.062350 |SLS |16.2g|  0.000|20|0|55|12|8|6|0
11659|NGC 7684|352.63347 |   0.08104 |G|  5160| 0.017213 |SLS |13.7g|  0.000|66|1|94|29|26|14|0
11660|NGC 7685|352.63957 |   3.90152 |G|  5644| 0.018826 |S1L |13.84|  0.000|61|2|55|17|13|10|0
11661|IC 1492|352.65041 |  -3.03988 |G|  5262| 0.017552 |SUN |14.44|  0.000|29|0|40|14|10|6|0
11662|IC 1494|352.69232 | -12.72446 |G|  9545| 0.031839 |SLS |15.89|  0.000|13|0|36|9|6|2|1
11663|IC 1495|352.69897 | -13.48545 |G|  6384| 0.021295 |SUN |14.14|  0.000|45|1|45|18|15|6|0
11664|IC 1496|352.72300 |  -2.93421 |G|  5162| 0.017219 |SUN |14.52|  0.000|40|2|40|16|12|6|0
11665|NGC 7687|352.72692 |   3.54650 |G|  4644| 0.015491 |UUN |14.43|  0.000|22|0|33|11|6|6|0
11666|NGC 7688|352.77300 |  21.41159 |G| 11397| 0.038016 |SUN |15.4 |  0.000|23|0|45|11|8|4|0
11667|IC 1498|352.97353 |  -5.00687 |G|  5190| 0.017312 |SUN |14.03|  0.000|32|0|44|13|9|6|0
11668|NGC 7691|353.10174 |  15.84789 |G|  4041| 0.013479 |SUN |13.9g|  0.000|102|0|72|30|29|13|0
11669|NGC 7692|353.19498 |  -5.59671 |G|  5247| 0.017502 |SUN |14.80|  0.000|24|0|44|10|7|3|0
11670|NGC 7690|353.26076 | -51.69827 |G|  1521| 0.005074 |SUN |13.0 |  0.000|87|4|73|24|20|17|0
11671|IC 1500|353.28903 |   4.55256 |G|  9950| 0.033190 |SUN |15.4 |  0.000|14|0|33|10|7|2|0
11672|IC 5329|353.29005 |  21.23725 |G|  5789| 0.019310 |S1L |15.42|  0.000|46|1|48|20|17|7|0
11673|NGC 7693|353.29383 |  -1.29194 |G|  2502| 0.008346 |UUN |14.35|  0.000|45|0|46|16|9|6|0
11674|IC 5328A|353.30724 | -45.02414 |G|  3551| 0.011845 |SUN |14.65|  0.000|13|4|28|7|3|11|0
11675|NGC 7695|353.31284 |  -2.72016 |G|  2317| 0.007729 |SLS |16.5 |  0.000|17|0|39|10|6|2|1
11676|NGC 7694|353.31565 |  -2.70291 |G|  2281| 0.007609 |SUN |14.07|  0.000|58|1|47|22|18|6|1
11677|IC 5328|353.31834 | -45.01584 |G|  3137| 0.010464 |SUN |12.34|  0.000|113|7|54|13|16|17|0
11678|NGC 7689|353.31971 | -54.09436 |G|  1970| 0.006571 |UUN |12.2 |  0.000|108|4|62|25|23|16|0
11679|IC 5331|353.35344 |  21.13031 |G|  5725| 0.019097 |S1L |15.00|  0.000|42|1|48|20|19|7|0
