# name, ra, dec, redshift 
IC 1015 NED04, 217.08181, 15.42167, 0.054961 
IC 1015 NED02, 217.08211, 15.42196, 0.055107 
NGC 5628, 217.10747, 17.92437, 0.019038 
IC 4421, 217.13049, -37.58371, 0.012339 
NGC 5635, 217.13234, 27.40895, 0.014397 
NGC 5627, 217.14284, 11.37828, 0.026742 
IC 4438, 217.14358, 17.33457, 0.053346 
IC 4439, 217.16689, 17.02478, 0.049878 
IC 4442, 217.18866, 28.96425, 0.013986 
NGC 5639, 217.19390, 30.41290, 0.011868 
IC 1020, 217.20619, 26.03251, 0.014285 
IC 4432, 217.20734, -39.55222, 0.032773 
NGC 5639B, 217.23799, 30.40652, 0.069093 
IC 4440, 217.24682, 17.32059, 0.051621 
NGC 5637, 217.24859, 23.19158, 0.017437 
IC 4446, 217.25563, 37.46320, 0.031457 
SDSS J142907.76+272646.0, 217.28236, 27.44612, 0.014343 
NGC 5642, 217.30620, 30.02645, 0.014363 
NGC 5641, 217.31928, 28.82185, 0.014400 
IC 1021, 217.32133, 20.65456, 0.029587 
IC 4443, 217.32267, 16.18145, 0.039341 
IC 4447, 217.32498, 30.83222, 0.014277 
IC 4430, 217.33079, -33.45514, 0.009747 
NGC 5646, 217.39183, 35.46206, 0.028610 
NGC 5636, 217.41256, 3.26635, 0.005485 
NGC 5638, 217.41827, 3.23327, 0.005591 
NGC 5626, 217.45465, -29.74848, 0.022983 
NGC 5654, 217.50565, 36.36094, 0.028650 
IC 1022, 217.50768, 3.77291, 0.005724 
NGC 5653W, 217.54037, 31.21573, 0.011381 
NGC 5653, 217.54313, 31.21540, 0.011898 
NGC 5656, 217.60635, 35.32103, 0.010487 
NGC 5644, 217.60660, 11.92798, 0.025517 
NGC 5648, 217.63583, 14.02436, 0.017199 
NGC 5647, 217.65039, 11.87667, 0.024447 
NGC 5645, 217.66391, 7.27520, 0.004570 
NGC 5657, 217.68180, 29.18076, 0.013029 
NGC 5655, 217.71230, 13.96885, 0.017369 
NGC 5650, 217.75444, 5.97846, 0.025007 
NGC 5659, 217.77565, 25.35529, 0.014987 
IC 4449, 217.84001, 15.24084, 0.060581 
IC 1024, 217.86309, 3.00867, 0.004933 
IC 1025, 217.86780, 7.06385, 0.026767 
IC 4441, 217.91111, -43.41835, 0.006535 
IC 4445, 217.97787, -46.03546, 0.014467 
NGC 5661, 217.98919, 6.25052, 0.007852 
IC 4450, 218.05141, 28.55678, 0.030209 
NGC 5665, 218.10741, 8.07856, 0.007461 
NGC 5665A, 218.11390, 8.07872, 0.007450 
IC 4452, 218.11437, 27.42740, 0.014212 
NGC 5672, 218.15991, 31.67027, 0.011785 
NGC 5675, 218.16596, 36.30220, 0.013249 
NGC 5643, 218.16963, -44.17443, 0.003999 
NGC 5669, 218.18283, 9.89181, 0.004563 
NGC 5666, 218.28839, 10.51088, 0.007408 
IC 4454, 218.31955, 17.71188, 0.049338 
NGC 5668, 218.35120, 4.45051, 0.005280 
NGC 5664, 218.43173, -14.61967, 0.015157 
NGC 5674, 218.46783, 5.45837, 0.024931 
NGC 5663, 218.48468, -16.58091, 0.022532 
NGC 5612, 218.50475, -78.38756, 0.009003 
IC 4456, 218.53831, 16.18401, 0.037590 
NGC 5677, 218.55296, 25.46811, 0.016083 
IC 4453, 218.61947, -27.51852, 0.011925 
IC 4457, 218.62032, 18.22477, 0.048964 
IC 4459, 218.63422, 30.97469, 0.029454 
IC 4460, 218.65239, 30.27952, 0.029784 
IC 4451, 218.65494, -36.28581, 0.013189 
IC 4461, 218.75155, 26.53193, 0.064326 
IC 4462, 218.75791, 26.54392, 0.030810 
NGC 5679 NED01, 218.77668, 5.35691, 0.024874 
NGC 5679 NED02, 218.78653, 5.35906, 0.028822 
NGC 5679 NED03, 218.79573, 5.35435, 0.024967 
NGC 5670, 218.90029, -45.96692, 0.009633 
NGC 5681, 218.92877, 8.30064, 0.026488 
NGC 5680, 218.93555, -0.01336, 0.029544 
IC 4463, 218.95424, 16.01934, 0.037005 
NGC 5684, 218.95896, 36.54323, 0.013653 
IC 4465, 218.96326, 15.57288, 0.054311 
NGC 5686, 219.01077, 36.50318, 0.013889 
NGC 5685, 219.06406, 29.90842, 0.034628 
IC 4466, 219.20047, 18.34380, 0.048470 
IC 4467, 219.22362, 18.37064, 0.048296 
IC 1034, 219.30726, 14.66513, 0.037836 
NGC 5698, 219.31124, 38.45432, 0.012106 
IC 4469, 219.33538, 18.24943, 0.019453 
NGC 5695, 219.34230, 36.56785, 0.014150 
NGC 5690, 219.42114, 2.29101, 0.005844 
IC 4464, 219.45428, -36.87787, 0.014237 
NGC 5691, 219.47238, -0.39907, 0.006238 
IC 4473 NED02, 219.47520, 15.86366, 0.036895 
IC 4458, 219.52433, -39.50604, 0.061365 
IC 1035, 219.54251, 9.33614, 0.030295 
NGC 5692, 219.57566, 3.41046, 0.005357 
IC 4474, 219.59290, 23.42877, 0.031276 
IC 1036, 219.59496, 18.11121, 0.030319 
IC 4475, 219.59691, 23.33360, 0.030611 
IC 1037, 219.60574, 18.18403, 0.030545 
IC 4468, 219.61150, -22.36760, 0.008162 
IC 4477, 219.64690, 28.45940, 0.046782 
NGC 5699, 219.67643, 30.46589, 0.070746 
IC 4479, 219.69128, 28.50544, 0.045375 
NGC 5703, 219.70836, 30.44264, 0.012439 
NGC 5702, 219.72951, 20.50671, 0.018129 
NGC 5701, 219.79614, 5.36353, 0.005020 
IC 4478, 219.80289, 15.87738, 0.018323 
NGC 5710, 219.81748, 20.04372, 0.030088 
NGC 5711, 219.84406, 19.99078, 0.030208 
IC 1038, 219.86428, 11.92862, 0.028893 
NGC 5688, 219.89644, -45.01901, 0.009340 
NGC 5694, 219.90217, -26.53833, -0.000468 
IC 4480, 219.94010, 18.49237, 0.030842 
NGC 5705, 219.95730, -0.71846, 0.005914 
IC 4476, 219.96602, -16.24463, 0.009246 
SDSS J144003.47+340559.5, 220.01450, 34.09989, 0.004993 
IC 4472, 220.04482, -44.31464, 0.009556 
NGC 5713N, 220.04625, -0.28389, 0.007300 
NGC 5713, 220.04769, -0.28891, 0.006281 
IC 4482, 220.05187, 18.94337, 0.021435 
IC 4483, 220.08126, 16.68500, 0.029917 
IC 1040, 220.09460, 9.47606, 0.028262 
NGC 5727, 220.10910, 33.98903, 0.004957 
IC 4448, 220.11761, -78.80932, 0.015427 
IC 1039, 220.12249, 3.43279, 0.024533 
IC 4485, 220.13108, 28.66887, 0.045888 
IC 1041, 220.15796, 3.37701, 0.026360 
NGC 5732, 220.16230, 38.63783, 0.012589 
IC 1042, 220.16258, 3.46971, 0.026651 
NGC 5718, 220.17855, 3.46542, 0.027339 
IC 1043, 220.18060, 3.37382, 0.031950 
NGC 5719, 220.23489, -0.31827, 0.005781 
NGC 5725, 220.24303, 2.18661, 0.005430 
NGC 5716, 220.27311, -17.47699, 0.013860 
IC 1044, 220.37094, 9.43095, 0.028085 
IC 4486, 220.41996, 18.55723, 0.030650 
IC 4487, 220.46751, 18.57703, 0.058616 
NGC 5729, 220.52851, -9.00924, 0.006068 
IC 1047, 220.58320, 19.19189, 0.030685 
NGC 5728, 220.59947, -17.25302, 0.009186 
NGC 5735, 220.63853, 28.72651, 0.012408 
IC 4492, 220.64112, 37.45235, 0.013762 
NGC 5733, 220.69137, -0.35108, 0.005674 
IC 4488, 220.71907, 18.62031, 0.019621 
NGC 5726, 220.73350, -18.44492, 0.011428 
IC 1048, 220.74176, 4.88959, 0.005484 
NGC 5737, 220.79921, 18.88001, 0.031709 
IC 4489, 220.81652, 18.52861, 0.059286 
NGC 5736, 220.87840, 11.20271, 0.028051 
IC 4496, 220.97740, 33.40653, 0.029493 
NGC 5738, 220.98484, 1.60417, 0.005746 
IC 1050, 221.02970, 18.01271, 0.032147 
IC 1051, 221.04827, 19.02023, 0.044265 
IC 1052, 221.05867, 20.61400, 0.030528 
IC 4495, 221.06076, 23.55838, 0.039094 
NGC 5747 NED02, 221.08653, 12.13196, 0.029671 
NGC 5747 NED01, 221.08667, 12.12833, 0.029064 
IC 4497, 221.08694, 28.55102, 0.012246 
NGC 5740, 221.10181, 1.67981, 0.005224 
IC 4494, 221.10645, 15.55141, 0.049382 
IC 4500, 221.14854, 37.48244, 0.014070 
NGC 5746, 221.23299, 1.95500, 0.005764 
IC 4498, 221.25332, 26.30111, 0.030857 
NGC 5745 NED03, 221.25792, -13.94721, 0.023910 
NGC 5745, 221.25899, -13.94622, 0.023570 
NGC 5748, 221.27133, 21.91623, 0.040970 
NGC 5734, 221.28772, -20.87036, 0.013746 
NGC 5734 S, 221.29590, -20.91342, 0.013736 
NGC 5752, 221.30896, 38.72871, 0.015140 
IC 4502, 221.31589, 37.30027, 0.032139 
NGC 5753, 221.32871, 38.80591, 0.059700 
NGC 5754, 221.33184, 38.73124, 0.014687 
NGC 5755, 221.35217, 38.77991, 0.032590 
NGC 5742, 221.40365, -11.80963, 0.013339 
IC 1053, 221.43017, 16.94687, 0.033847 
NGC 5741, 221.46555, -11.91419, 0.026135 
NGC 5750, 221.54633, -0.22297, 0.005535 
IC 1054, 221.63020, 1.27480, 0.027461 
IC 4505, 221.63904, 33.40859, 0.030453 
IC 4504, 221.65412, 31.69919, 0.033019 
NGC 5744, 221.66104, -18.51328, 0.008856 
IC 4503, 221.66458, 16.14644, 0.034913 
IC 4506, 221.66641, 33.40122, 0.029428 
NGC 5758, 221.75867, 13.66842, 0.030389 
NGC 5759, 221.81076, 13.45699, 0.027726 
IC 4501, 221.85626, -22.40581, 0.010971 
IC 1055, 221.85696, -13.71625, 0.009713 
NGC 5756, 221.89068, -14.85351, 0.007155 
IC 4507, 221.92565, 18.45569, 0.044710 
NGC 5760, 221.92610, 18.50206, 0.019911 
IC 4484, 221.93217, -73.30561, 0.014826 
NGC 5757, 221.94334, -19.07861, 0.008929 
IC 4508, 221.96420, 31.76819, 0.055575 
IC 4509, 222.11289, 31.79160, 0.009538 
NGC 5762, 222.17739, 12.45724, 0.005977 
NGC 5763, 222.24464, 12.49014, 0.047570 
NGC 5761, 222.28534, -20.37597, 0.013920 
IC 1058, 222.30164, 17.02092, 0.037461 
IC 4512, 222.47620, 27.70086, 0.029734 
IC 1059, 222.67733, -0.87579, 0.026572 
NGC 5765A, 222.71091, 5.11951, 0.028195 
NGC 5765, 222.71260, 5.11697, 0.027783 
NGC 5765B, 222.71466, 5.11451, 0.027544 
IC 4514, 222.73100, 27.57856, 0.030254 
IC 4515, 222.77784, 37.49477, 0.031601 
IC 1061, 222.80937, 18.75756, 0.043947 
IC 1062, 222.82365, 18.68708, 0.043578 
IC 1060, 222.94722, -7.23262, 0.015437 
NGC 5768, 223.03317, -2.52977, 0.006545 
IC 1063, 223.04593, 4.68205, 0.046549 
NGC 5771, 223.05972, 29.84544, 0.022797 
NGC 5773, 223.12684, 29.80739, 0.023187 
NGC 5769, 223.17310, 7.93186, 0.035521 
IC 1066, 223.26194, 3.29601, 0.005221 
IC 1067, 223.27187, 3.33173, 0.005264 
NGC 5766, 223.28974, -21.39396, 0.011251 
NGC 5770, 223.31253, 3.95975, 0.004907 
IC 1068, 223.38717, 3.07734, 0.027960 
NGC 5774, 223.42692, 3.58247, 0.005190 
IC 1070, 223.46367, 3.48459, 0.027136 
WISEA J145355.86+033433.2, 223.48275, 3.57589, 0.095255 
NGC 5775, 223.48998, 3.54450, 0.005591 
IC 1071, 223.55208, 4.75018, 0.027692 
IC 1072, 223.55475, 4.84158, 0.034715 
IC 1073, 223.55979, 4.79439, 0.027557 
NGC 5780, 223.59453, 28.93969, 0.022863 
IC 4516, 223.59771, 16.35530, 0.045278 
NGC 5778, 223.63119, 18.64236, 0.059210 
NGC 5776, 223.63644, 2.96647, 0.027236 
IC 4517, 223.64611, 23.64321, 0.017749 
IC 4519, 223.68556, 37.41273, 0.031160 
IC 1075, 223.70524, 18.10610, 0.020381 
IC 1076, 223.74829, 18.03721, 0.020235 
IC 4520, 223.77920, 33.72435, 0.030551 
NGC 5782, 223.98030, 11.86153, 0.031675 
CGCG 048-072, 224.00503, 2.46361, 0.006971 
IC 1078, 224.12090, 9.35459, 0.028663 
WISEA J145634.25+011045.2, 224.14272, 1.17924, 0.006398 
NGC 5789, 224.14897, 30.23339, 0.006041 
IC 1079, 224.15066, 9.36974, 0.029077 
NGC 5781, 224.17223, -17.24305, 0.006361 
IC 1077, 224.34051, -19.21376, 0.011491 
NGC 5790, 224.39919, 8.28529, 0.036941 
NGC 5798, 224.40840, 29.96831, 0.005964 
IC 4518A, 224.42158, -43.13206, 0.016261 
IC 4518B, 224.43593, -43.13140, 0.015511 
2MASX J14575308+0056035, 224.47133, 0.93422, 0.006314 
IC 1080, 224.49921, -6.72317, 0.033056 
WISEA J145821.15+015043.4, 224.58816, 1.84541, 0.006233 
NGC 5792, 224.59456, -1.09120, 0.006424 
SDSS J145824.22+020511.0, 224.59995, 2.08630, 0.007902 
WISEA J145828.64+013234.2, 224.61933, 1.54285, 0.004984 
WISEA J145836.89-010418.6, 224.65373, -1.07184, 0.087835 
WISEA J145840.85+022023.5, 224.67025, 2.33988, 0.005155 
WISEA J145843.93-010548.2, 224.68308, -1.09674, 0.086820 
KUG 1456+031, 224.69203, 2.96921, 0.005494 
NGC 5791, 224.69259, -19.26687, 0.011174 
CGCG 020-039, 224.70297, 2.02351, 0.006019 
IC 1082, 224.71881, 7.00729, 0.037113 
IC 1081, 224.72952, -19.23903, 0.010978 
NGC 5786, 224.73454, -42.01339, 0.010000 
NGC 5796, 224.85043, -16.62388, 0.009549 
NGC 5793, 224.85319, -16.69342, 0.011645 
IC 4521, 224.86433, 25.58422, 0.032614 
NGC 5817, 224.92021, -16.18027, 0.024057 
WISEA J145944.78+020751.5, 224.93657, 2.13114, 0.004863 
NGC 5806, 225.00172, 1.89132, 0.004493 
NGC 5816, 225.02021, -16.09353, 0.023480 
CGCG 020-042, 225.06906, 2.30073, 0.006064 
WISEA J150019.19+005659.6, 225.07997, 0.94991, 0.006541 
NGC 5801, 225.10797, -13.90420, 0.026915 
NGC 5811 NED01, 225.11147, 1.62373, 0.005148 
LEDA 4609875, 225.11205, 1.47526, 0.005007 
NGC 5811, 225.11235, 1.62362, 0.005120 
NGC 5811 NED02, 225.11342, 1.62342, 0.005086 
NGC 5815, 225.12185, -16.83426, 0.009990 
NGC 5802, 225.12500, -13.91888, 0.025141 
SDSS J150033.02+021349.1, 225.13762, 2.23032, 0.004376 
NGC 5803, 225.14389, -13.89439, 0.025404 
NGC 5809, 225.21790, -14.16532, 0.009427 
SDSS J150052.58+012417.7, 225.21914, 1.40492, 0.006288 
NGC 5812, 225.23203, -7.45735, 0.006571 
SDSS J150059.35+015236.1, 225.24733, 1.87671, 0.007272 
WISEA J150059.36+013857.5, 225.24735, 1.64931, 0.007867 
WISEA J150100.85+010050.7, 225.25357, 1.01384, 0.005791 
MRK 1390, 225.26296, 0.70749, 0.005751 
WISEA J150106.96+020525.1, 225.27901, 2.09033, 0.006481 
NGC 5813, 225.29684, 1.70198, 0.006525 
IC 1084, 225.31203, -7.47490, 0.007198 
WISEA J150115.30+012953.4, 225.31375, 1.49817, 0.007135 
WISEA J150115.88+014624.7, 225.31618, 1.77355, 0.004476 
NGC 5814, 225.33806, 1.63706, 0.035128 
SDSS J150138.38+014319.8, 225.40996, 1.72218, 0.007639 
WISEA J150138.57+015212.0, 225.41075, 1.87002, 0.007178 
NGC 5827, 225.47372, 25.96452, 0.022055 
UGC 09661, 225.51467, 1.84140, 0.004146 
IC 4524, 225.52656, 25.60148, 0.032849 
IC 4525, 225.60368, 25.63851, 0.032839 
WISEA J150228.12+012151.6, 225.61720, 1.36433, 0.005107 
WISEA J150233.11+015608.0, 225.63800, 1.93557, 0.005493 
WISEA J150236.09+020139.0, 225.65040, 2.02751, 0.006645 
IC 4526, 225.65928, 23.35042, 0.045553 
NGC 5829, 225.67508, 23.33365, 0.018973 
NGC 5810, 225.67806, -17.86792, 0.010944 
IC 1085, 225.68070, 17.25251, 0.038046 
WISEA J150247.19+021211.6, 225.69665, 2.20324, 0.035284 
WISEA J150317.25+012312.5, 225.82188, 1.38683, 0.051912 
WISEA J150321.08+020110.0, 225.83783, 2.01945, 0.044694 
IC 1086, 225.87152, 17.11442, 0.020955 
CGCG 020-051, 225.88292, 2.22500, 0.031992 
WISEA J150337.19+021030.9, 225.90497, 2.17527, 0.095921 
GALEXASC J150342.22+015419.2, 225.92613, 1.90546, 0.044701 
WISEA J150344.28+023308.4, 225.93451, 2.55234, 0.005944 
IC 4530, 225.93880, 26.10091, 0.031212 
SDSS J150349.93+005831.7, 225.95914, 0.97811, 0.006954 
WISEA J150350.32+010736.4, 225.95970, 1.12679, 0.005234 
SHOC 496a, 225.98203, 0.43212, 0.005289 
SHOC 496b, 225.98428, 0.42961, 0.005270 
PGC1 0053932 NED076, 225.98430, 0.42954, 0.005274 
NGC 5824, 225.99445, -33.06835, -0.000092 
WISEA J150406.00+011158.6, 226.02504, 1.19963, 0.091470 
NGC 5831, 226.02918, 1.21993, 0.005438 
WISEA J150408.41+013127.4, 226.03508, 1.52429, 0.006119 
2MASX J15041305+0232351, 226.05448, 2.54300, 0.006368 
WISEA J150419.03+014516.3, 226.07931, 1.75455, 0.006098 
PGC1 0053932 NED063, 226.09935, 0.91839, 0.005527 
WISEA J150424.70+020652.6, 226.10294, 2.11461, 0.005678 
IC 4531, 226.11016, 23.41497, 0.052583 
CGCG 048-099, 226.12389, 2.33304, 0.031968 
IC 4533, 226.12643, 27.79290, 0.033507 
SMDG J1504331+012938, 226.13792, 1.49361, 0.006144 
WISEA J150434.24+010157.3, 226.14269, 1.03260, 0.007285 
SMDG J1504372+011455, 226.15500, 1.24833, 0.006191 
NGC 5837, 226.16920, 12.63339, 0.028875 
WISEA J150442.88+011727.3, 226.17871, 1.29092, 0.006561 
WISEA J150448.51+015850.9, 226.20215, 1.98083, 0.006538 
NGC 5842, 226.21680, 21.06966, 0.034667 
IC 4532, 226.22418, 23.25666, 0.045826 
WISEA J150458.41+013452.8, 226.24341, 1.58135, 0.095705 
SDSS J150502.60+013158.0, 226.26087, 1.53279, 0.081740 
SDSS J150504.39+015751.7, 226.26866, 1.96417, 0.007964 
IC 4523, 226.29388, -43.50959, 0.015724 
WISEA J150514.96+013751.7, 226.31235, 1.63104, 0.003579 
WISEA J150515.51+013859.8, 226.31467, 1.64996, 0.063964 
WISEA J150517.66+013801.4, 226.32319, 1.63364, 0.092337 
WISEA J150519.08+013229.3, 226.32954, 1.54148, 0.076906 
SDSS J150520.28+014846.6, 226.33453, 1.81295, 0.007201 
WISEA J150521.93+013903.8, 226.34109, 1.65101, 0.062366 
WISEA J150523.35+020855.3, 226.34730, 2.14872, 0.054976 
WISEA J150525.90+013849.4, 226.35792, 1.64706, 0.067450 
NGC 5838, 226.35934, 2.09925, 0.004176 
NGC 5839, 226.36453, 1.63481, 0.004069 
SDSS J150527.98+013540.1, 226.36659, 1.59448, 0.005694 
SDSS J150528.74+011733.0, 226.36977, 1.29256, 0.007684 
WISEA J150531.82+013515.6, 226.38261, 1.58768, 0.003065 
NGC 5799, 226.39690, -72.43278, 0.010337 
WISEA J150537.73+011811.4, 226.40725, 1.30318, 0.006922 
WISEA J150539.01+013506.0, 226.41267, 1.58482, 0.022799 
IC 4527, 226.42090, -42.44958, 0.017852 
NGC 5846:[CMI2006] f01-1622, 226.45542, 1.62833, 0.065989 
NGC 5846 CH05, 226.46069, 1.90826, 0.005741 
WISEA J150551.05+010428.4, 226.46272, 1.07457, 0.087728 
SDSS J150553.22+020028.2, 226.47175, 2.00785, 0.004314 
NGC 5853, 226.47200, 39.52223, 0.029761 
WISEA J150559.03+013049.8, 226.49596, 1.51386, 0.047793 
SDSS J150559.06+013825.4, 226.49610, 1.64041, 0.005894 
NGC 5846:[CMI2006] f02-0633, 226.49958, 1.53083, 0.000534 
NGC 5845, 226.50326, 1.63381, 0.005550 
WISEA J150603.26+021105.1, 226.51359, 2.18477, 0.005533 
WISEA J150606.72+011920.9, 226.52800, 1.32250, 0.007668 
SDSS J150608.98+013932.5, 226.53743, 1.65909, 0.005764 
SDSS J150609.47+014307.4, 226.53950, 1.71874, 0.007042 
WISEA J150609.75+013509.9, 226.54062, 1.58610, 0.066149 
SDSS J150609.96+013304.1, 226.54153, 1.55120, 0.004830 
WISEA J150610.66+013813.6, 226.54442, 1.63711, 0.095286 
SDSS J150611.22+020544.2, 226.54719, 2.09623, 0.006084 
WISEA J150612.86+013800.0, 226.55359, 1.63336, 0.033013 
SDSS J150615.25+013146.4, 226.56355, 1.52958, 0.005764 
SDSS J150615.67+013427.1, 226.56530, 1.57422, 0.003019 
WISEA J150616.22+022019.0, 226.56776, 2.33822, 0.040695 
SDSS J150616.42+013932.2, 226.56845, 1.65896, 0.004997 
WISEA J150618.02+013727.2, 226.57487, 1.62423, 0.095299 
SDSS J150618.18+013053.3, 226.57577, 1.51482, 0.078934 
SDSS J150619.27+013954.5, 226.58030, 1.66514, 0.039711 
WISEA J150620.41+013848.1, 226.58500, 1.64663, 0.035665 
SDSS J150621.31+014407.0, 226.58883, 1.73528, -0.000717 
NGC 5847, 226.59278, 6.37987, 0.037403 
SDSS J150623.24+013650.1, 226.59686, 1.61399, 0.006254 
SDSS J150623.27+014443.2, 226.59700, 1.74534, 0.005257 
WISEA J150623.81+014014.4, 226.59925, 1.67069, 0.006291 
SDSS J150623.90+013727.9, 226.59963, 1.62445, 0.006678 
SDSS J150624.06+013456.0, 226.60027, 1.58223, 0.005611 
SDSS J150624.26+014104.3, 226.60109, 1.68455, 0.006474 
WISEA J150624.49+013707.3, 226.60206, 1.61871, 0.007599 
SDSS J150624.61+013008.5, 226.60257, 1.50239, 0.006168 
WISEA J150624.80+010302.0, 226.60334, 1.05057, 0.074263 
IC 4529, 226.60738, -43.23256, 0.017552 
WISEA J150626.05+013940.6, 226.60856, 1.66128, 0.006354 
SDSS J150626.28+013044.6, 226.60951, 1.51240, -0.000400 
SDSS J150626.73+013746.3, 226.61138, 1.62955, 0.005904 
SDSS J150627.67+014114.4, 226.61530, 1.68735, 0.005824 
SDSS J150629.05+013936.6, 226.62106, 1.66018, 0.005834 
NGC 5846A, 226.62167, 1.59496, 0.007328 
NGC 5846, 226.62180, 1.60629, 0.005711 
SDSS J150629.77+012900.9, 226.62407, 1.48358, 0.001034 
SDSS J150632.22+013224.2, 226.63428, 1.54005, 0.005510 
WISEA J150632.31+014035.7, 226.63464, 1.67659, 0.059616 
SDSS J150633.54+013132.5, 226.63979, 1.52571, 0.005724 
NGC 5846:[CMI2006] f02-2389, 226.64208, 1.59722, 0.073147 
SDSS J150634.24+001255.7, 226.64271, 0.21547, 0.007417 
WISEA J150634.27+013331.7, 226.64280, 1.55881, 0.005033 
NGC 5841, 226.64600, 2.00486, 0.004192 
NSA 145827, 226.64708, 1.68667, 0.041732 
SDSS J150637.18+013918.7, 226.65494, 1.65520, 0.007802 
NGC 5846 CH02, 226.65552, 1.22913, 0.092174 
SDSS J150638.29+013622.4, 226.65955, 1.60624, 0.006264 
WISEA J150640.47+012938.8, 226.66876, 1.49421, 0.027696 
WISEA J150640.95+000436.3, 226.67071, 0.07675, 0.005547 
SDSS J150641.41+013309.9, 226.67256, 1.55276, 0.004817 
IC 4534, 226.67406, 23.64193, 0.016216 
WISEA J150642.05+003803.3, 226.67523, 0.63426, 0.007540 
SDSS J150642.26+013621.8, 226.67610, 1.60608, 0.006311 
IC 1087, 226.68289, 3.77683, 0.035024 
CGCG 021-002, 226.69004, 1.00278, 0.032643 
SDSS J150647.38+013538.9, 226.69744, 1.59416, 0.035591 
WISEA J150649.14+013742.1, 226.70475, 1.62837, 0.088105 
NGC 5849, 226.71121, -14.57171, 0.023850 
NGC 5851, 226.72250, 12.85876, 0.021574 
NGC 5852, 226.73508, 12.84685, 0.022274 
WISEA J150658.40+015939.9, 226.74300, 1.99454, 0.004360 
WISEA J150659.52+013314.7, 226.74776, 1.55427, 0.008486 
WISEA J150703.91+010121.6, 226.76631, 1.02269, 0.092601 
NGC 5850, 226.78200, 1.54427, 0.008489 
WISEA J150712.18+013122.8, 226.80075, 1.52303, 0.006638 
WISEA J150713.68+012907.5, 226.80696, 1.48534, 0.095156 
NGC 5846:[CMI2006] f03-0183, 226.84000, 1.49167, 0.068004 
IC 1089, 226.85824, 7.11676, 0.030916 
NGC 5857, 226.86367, 19.59776, 0.015834 
SMDG J1507278+012154, 226.86571, 1.36494, 0.004602 
NGC 5843, 226.86620, -36.32740, 0.014010 
SDSS J150734.14+010714.1, 226.89243, 1.12029, 0.005290 
NGC 5859, 226.89472, 19.58234, 0.015879 
SDSS J150735.50+015939.5, 226.89794, 1.99433, 0.003910 
IC 1093, 226.89852, 14.54794, 0.044584 
IC 1092, 226.90050, 9.35823, 0.021403 
CGCG 021-009, 226.90516, 2.01935, 0.006413 
IC 1094 NED01, 226.92424, 14.62195, 0.044253 
IC 1094 NED02, 226.92580, 14.62799, 0.044516 
IC 1094 NED03, 226.92741, 14.62677, 0.045264 
NGC 5854, 226.94876, 2.56863, 0.005547 
CGCG 021-011, 226.94930, 1.29215, 0.006902 
NGC 5855, 226.95435, 3.98419, 0.035388 
SDSS J150750.86+023721.4, 226.96195, 2.62263, 0.006101 
CGCG 021-012, 226.99713, 1.23180, 0.035121 
WISEA J150801.38+020904.0, 227.00576, 2.15111, 0.003536 
SDSS J150802.89+021407.0, 227.01205, 2.23529, 0.004791 
WISEA J150803.24+021036.7, 227.01354, 2.17689, 0.029414 
WISEA J150803.60+021518.7, 227.01503, 2.25521, 0.091350 
CGCG 021-013, 227.02465, 1.65156, 0.006149 
CGCG 049-011, 227.02862, 2.43141, 0.033775 
SDSS J150808.43+025416.5, 227.03550, 2.90502, 0.005510 
WISEA J150809.13+012516.6, 227.03835, 1.42058, 0.007719 
CGCG 021-015, 227.03884, 1.60886, 0.007059 
SDSS J150812.35+012959.7, 227.05148, 1.49994, 0.005127 
IC 1091, 227.05631, -11.14093, 0.016698 
WISEA J150819.90+014123.6, 227.08293, 1.68989, 0.006965 
IC 1096, 227.08985, 19.19211, 0.021868 
WISEA J150822.72+014754.7, 227.09471, 1.79855, 0.005808 
WISEA J150825.51+014224.3, 227.10690, 1.70693, 0.006835 
IC 1097, 227.13036, 19.18438, 0.020374 
IC 1095, 227.14609, 13.67057, 0.028782 
IC 4535, 227.17339, 37.57038, 0.030111 
2MASX J15084716+0154003, 227.19669, 1.89976, 0.006638 
NGC 5858, 227.20474, -11.20790, 0.007022 
WISEA J150902.78+015048.9, 227.26151, 1.84711, 0.004035 
2MASX J15090433+0049185, 227.26786, 0.82197, 0.005487 
SDSS J150907.83+004329.7, 227.28264, 0.72493, 0.005557 
2MASS J15091497+0155175, 227.31230, 1.92162, 0.005764 
NGC 5861, 227.31707, -11.32169, 0.006174 
NGC 5864, 227.38985, 3.05280, 0.006288 
NGC 5865, 227.45494, 0.52978, 0.039074 
NGC 5869, 227.45593, 0.47013, 0.006955 
UGC 09746, 227.56892, 1.93431, 0.005794 
SMDG J1510244+024515, 227.60125, 2.75444, 0.006084 
NGC 5863, 227.70149, -18.43091, 0.014223 
NGC 5872, 227.73200, -11.48022, 0.024556 
IC 1101, 227.73375, 5.74479, 0.078054 
UGC 09751, 227.74404, 1.43741, 0.005229 
WISEA J151101.37+014050.0, 227.75572, 1.68058, 0.005510 
IC 1102, 227.77054, 4.29399, 0.042026 
SDSS J151121.37+013639.5, 227.83905, 1.61099, 0.006392 
SDSS J151121.63+013637.6, 227.84016, 1.61047, 0.006504 
IC 4522, 227.87104, -75.86009, 0.009523 
IC 1103, 227.89947, 19.20780, 0.080068 
NGC 5833, 227.97444, -72.85939, 0.010121 
UGC 09760, 228.01050, 1.69849, 0.006748 
